"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","Silver Sailor","Easy to figure out. Measures acurately","Verified Purchase","Reviewed in Australia on 28 December 2023","4.2 out of 5 stars"
"2","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","Billy","All very neutral- did what it was expected to do for a good price","Verified Purchase","Reviewed in Australia on 30 October 2023","5.0 out of 5 stars"
"3","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","W. Turner","I love This little garden tool!  I keep composting worms to break down our table scraps and create worm castings for my houseplants and vegetable garden. Worms need a high moisture environment and a relatively neutral pH to thrive and produce a lot of castings so I this meter dozens of times each week.Over the years, I’ve purchased more expensive devices for pH monitoring as well as the cheap moisture meters that are all over Amazon. None of them has worked well. Either they have given bad readings or they're too cumbersome to use easily.When I saw this soil meter, with its unique design, and multi-functionality, I decided to give it a try. i had very low expectations because of my other experiences.I'm so glad I did. this meter is easy to use and highly responsive to different soil conditions. When I move from each worm bin, the moisture readings change, as you would expect. Sometimes a little and sometimes a lot. And I believe the accuracy is good too. Soil that seems dry gives a lower reading than soil that I know is more wet.I don't have as much to say about the pH meter. All my readings are between 6.5 and just over 7, as I would expect.  But the readings do change from sample to sample so I'm confident it's working.I don't use the light meter regularly but when I check my houseplants, I get readings that seem about right.  Same with the nutrients setting.If I had one critique, I'd say that the scale on the pH meter could be more centered around 7. It ranges from 1 to 8. Any readings below 5 or above 9 aren't too useful for gardening, but easily being able to see if the pH is 6.75 or 7.25 would be.Other than that I'm thrilled with this device, especially for the price. If I broke it tomorrow, I wouldn't hesitate to buy another.","Verified Purchase","Reviewed in the United States on 1 March 2023","4.0 out of 5 stars"
"4","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","caroline dunphy","It was a gift. Looked very well made. It does work well.","Verified Purchase","Reviewed in Canada on 15 January 2024","5.0 out of 5 stars"
"5","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","Lola Flores","Funciona perfectamente y lo que más me gusto es que no usa baterías","Verified Purchase","Reviewed in Mexico on 1 May 2023","5.0 out of 5 stars"
"6","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","MIGUEL ANGEL DOMINGUEZ MONTAÑEZ","Herramienta malísima, solo funciono el primer uso, después no funciona. deberían de dejarlo de ofrecer","Verified Purchase","Reviewed in Mexico on 1 March 2023","5.0 out of 5 stars"
"7","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","M&C","I got this because I have a variety of plants that all have different needs. Venus fly traps that need moist soil & a ton of light, orchids that need humidity and indirect light,  succulents that need massive amounts of light and dry soil.It’s hard to keep it all straight sometimes.I was pleasantly surprised that the light meter works with my LED lights. As I suspected, the T5 bars aren’t giving enough light. I need to add more I guess.","Verified Purchase","Reviewed in the United States on 24 February 2024","1.0 out of 5 stars"
"8","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","M&C","I always over water my plants and now I know when not to water them. It realy helped me out.","Verified Purchase","Reviewed in Canada on 28 November 2023","5.0 out of 5 stars"
"9","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","Chantal Parent","Amazing works great, I love it","Verified Purchase","Reviewed in Canada on 9 December 2023","5.0 out of 5 stars"
"10","Gardening","[Upgraded] Soil Moisture Meter, 4-in-1 Soil pH Tester, Soil Moisture/Light/Nutrients/pH Meter for Gardening, Lawn, Farming, Indoor & Outdoor Plants Use, No Batteries Required","Don Dort","It's a simple tool that is fairly consistent in letting me know the condition of the soil.  The head pivots so you can get a better viewing angle while crouching over the lawn.  Has many useful functions but I've only tried the moisture level reader.  The long stake seems sturdy but I feel like I'm going to step on this thing and break it one day since there's no bag or case for it.","Verified Purchase","Reviewed in the United States on 29 August 2023","4.0 out of 5 stars"
